trip_id,arrival_time,stop_id,stop_name,service_id,trip_headsign
1717,94005,U286Z101,Háje,5,Letňany
1717,94135,U106Z101,Opatov,5,Letňany
1717,94335,U52Z101,Chodov,5,Letňany
1717,94530,U601Z101,Roztyly,5,Letňany
1717,94725,U228Z101,Kačerov,5,Letňany
1717,94905,U50Z101,Budějovická,5,Letňany
1717,95045,U385Z101,Pankrác,5,Letňany
1717,95225,U597Z101,Pražského povstání,5,Letňany
1717,95355,U527Z101,Vyšehrad,5,Letňany
1717,95600,U190Z101,I. P. Pavlova,5,Letňany
1717,95740,U400Z121,Muzeum - C,5,Letňany
1717,95900,U142Z101,Hlavní nádraží,5,Letňany
1717,100040,U689Z121,Florenc - C,5,Letňany
1717,100240,U100Z101,Vltavská,5,Letňany
1717,100420,U115Z101,Nádraží Holešovice,5,Letňany
1717,100725,U675Z101,Kobylisy,5,Letňany
1717,100920,U78Z101,Ládví,5,Letňany
1717,101135,U332Z101,Střížkov,5,Letňany
1717,101315,U603Z101,Prosek,5,Letňany
1717,101545,U1000Z101,Letňany,5,Letňany
1718,102235,U1000Z102,Letňany,5,Háje
1718,102450,U603Z102,Prosek,5,Háje
1718,102630,U332Z102,Střížkov,5,Háje
1718,102835,U78Z102,Ládví,5,Háje
1718,103045,U675Z102,Kobylisy,5,Háje
1718,103355,U115Z102,Nádraží Holešovice,5,Háje
1718,103545,U100Z102,Vltavská,5,Háje
1718,103740,U689Z122,Florenc - C,5,Háje
1718,103925,U142Z102,Hlavní nádraží,5,Háje
1718,104035,U400Z122,Muzeum - C,5,Háje
1718,104215,U190Z102,I. P. Pavlova,5,Háje
1718,104415,U527Z102,Vyšehrad,5,Háje
1718,104545,U597Z102,Pražského povstání,5,Háje
1718,104715,U385Z102,Pankrác,5,Háje
1718,104855,U50Z102,Budějovická,5,Háje
1718,105030,U228Z102,Kačerov,5,Háje
1718,105240,U601Z102,Roztyly,5,Háje
1718,105430,U52Z102,Chodov,5,Háje
1718,105630,U106Z102,Opatov,5,Háje
1718,105825,U286Z102,Háje,5,Háje
1719,110235,U286Z101,Háje,5,Letňany
1719,110405,U106Z101,Opatov,5,Letňany
1719,110605,U52Z101,Chodov,5,Letňany
1719,110800,U601Z101,Roztyly,5,Letňany
1719,110955,U228Z101,Kačerov,5,Letňany
1719,111135,U50Z101,Budějovická,5,Letňany
1719,111315,U385Z101,Pankrác,5,Letňany
1719,111455,U597Z101,Pražského povstání,5,Letňany
1719,111625,U527Z101,Vyšehrad,5,Letňany
1719,111830,U190Z101,I. P. Pavlova,5,Letňany
1719,112010,U400Z121,Muzeum - C,5,Letňany
1719,112130,U142Z101,Hlavní nádraží,5,Letňany
1719,112310,U689Z121,Florenc - C,5,Letňany
1719,112510,U100Z101,Vltavská,5,Letňany
1719,112650,U115Z101,Nádraží Holešovice,5,Letňany
1719,112955,U675Z101,Kobylisy,5,Letňany
1719,113150,U78Z101,Ládví,5,Letňany
1719,113405,U332Z101,Střížkov,5,Letňany
1719,113545,U603Z101,Prosek,5,Letňany
1719,113815,U1000Z101,Letňany,5,Letňany
1720,114505,U1000Z102,Letňany,5,Háje
1720,114720,U603Z102,Prosek,5,Háje
1720,114900,U332Z102,Střížkov,5,Háje
1720,115105,U78Z102,Ládví,5,Háje
1720,115315,U675Z102,Kobylisy,5,Háje
1720,115625,U115Z102,Nádraží Holešovice,5,Háje
1720,115815,U100Z102,Vltavská,5,Háje
1720,120010,U689Z122,Florenc - C,5,Háje
1720,120155,U142Z102,Hlavní nádraží,5,Háje
1720,120305,U400Z122,Muzeum - C,5,Háje
1720,120445,U190Z102,I. P. Pavlova,5,Háje
1720,120645,U527Z102,Vyšehrad,5,Háje
1720,120815,U597Z102,Pražského povstání,5,Háje
1720,120945,U385Z102,Pankrác,5,Háje
1720,121125,U50Z102,Budějovická,5,Háje
1720,121300,U228Z102,Kačerov,5,Háje
1720,121510,U601Z102,Roztyly,5,Háje
1720,121700,U52Z102,Chodov,5,Háje
1720,121900,U106Z102,Opatov,5,Háje
1720,122055,U286Z102,Háje,5,Háje
1721,122505,U286Z101,Háje,5,Letňany
1721,122635,U106Z101,Opatov,5,Letňany
1721,122835,U52Z101,Chodov,5,Letňany
1721,123030,U601Z101,Roztyly,5,Letňany
1721,123225,U228Z101,Kačerov,5,Letňany
1721,123405,U50Z101,Budějovická,5,Letňany
1721,123545,U385Z101,Pankrác,5,Letňany
1721,123725,U597Z101,Pražského povstání,5,Letňany
1721,123855,U527Z101,Vyšehrad,5,Letňany
1721,124100,U190Z101,I. P. Pavlova,5,Letňany
1721,124240,U400Z121,Muzeum - C,5,Letňany
1721,124400,U142Z101,Hlavní nádraží,5,Letňany
1721,124540,U689Z121,Florenc - C,5,Letňany
1721,124740,U100Z101,Vltavská,5,Letňany
1721,124920,U115Z101,Nádraží Holešovice,5,Letňany
1721,125225,U675Z101,Kobylisy,5,Letňany
1721,125420,U78Z101,Ládví,5,Letňany
1721,125635,U332Z101,Střížkov,5,Letňany
1721,125815,U603Z101,Prosek,5,Letňany
1721,130045,U1000Z101,Letňany,5,Letňany
1722,135505,U1000Z102,Letňany,5,Háje
1722,135720,U603Z102,Prosek,5,Háje
1722,135900,U332Z102,Střížkov,5,Háje
1722,140105,U78Z102,Ládví,5,Háje
1722,140315,U675Z102,Kobylisy,5,Háje
1722,140625,U115Z102,Nádraží Holešovice,5,Háje
1722,140815,U100Z102,Vltavská,5,Háje
1722,141010,U689Z122,Florenc - C,5,Háje
1722,141155,U142Z102,Hlavní nádraží,5,Háje
1722,141305,U400Z122,Muzeum - C,5,Háje
1722,141445,U190Z102,I. P. Pavlova,5,Háje
1722,141645,U527Z102,Vyšehrad,5,Háje
1722,141815,U597Z102,Pražského povstání,5,Háje
1722,141945,U385Z102,Pankrác,5,Háje
1722,142125,U50Z102,Budějovická,5,Háje
1722,142300,U228Z102,Kačerov,5,Háje
1722,142510,U601Z102,Roztyly,5,Háje
1722,142700,U52Z102,Chodov,5,Háje
1722,142900,U106Z102,Opatov,5,Háje
1722,143055,U286Z102,Háje,5,Háje
1723,143505,U286Z101,Háje,5,Letňany
1723,143635,U106Z101,Opatov,5,Letňany
1723,143835,U52Z101,Chodov,5,Letňany
1723,144030,U601Z101,Roztyly,5,Letňany
1723,144225,U228Z101,Kačerov,5,Letňany
1723,144405,U50Z101,Budějovická,5,Letňany
1723,144545,U385Z101,Pankrác,5,Letňany
1723,144725,U597Z101,Pražského povstání,5,Letňany
1723,144855,U527Z101,Vyšehrad,5,Letňany
1723,145100,U190Z101,I. P. Pavlova,5,Letňany
1723,145240,U400Z121,Muzeum - C,5,Letňany
1723,145400,U142Z101,Hlavní nádraží,5,Letňany
1723,145540,U689Z121,Florenc - C,5,Letňany
1723,145740,U100Z101,Vltavská,5,Letňany
1723,145920,U115Z101,Nádraží Holešovice,5,Letňany
1723,150225,U675Z101,Kobylisy,5,Letňany
1723,150420,U78Z101,Ládví,5,Letňany
1723,150635,U332Z101,Střížkov,5,Letňany
1723,150815,U603Z101,Prosek,5,Letňany
1723,151045,U1000Z101,Letňany,5,Letňany
1724,151505,U1000Z102,Letňany,5,Háje
1724,151720,U603Z102,Prosek,5,Háje
1724,151900,U332Z102,Střížkov,5,Háje
1724,152105,U78Z102,Ládví,5,Háje
1724,152315,U675Z102,Kobylisy,5,Háje
1724,152625,U115Z102,Nádraží Holešovice,5,Háje
1724,152815,U100Z102,Vltavská,5,Háje
1724,153010,U689Z122,Florenc - C,5,Háje
1724,153155,U142Z102,Hlavní nádraží,5,Háje
1724,153305,U400Z122,Muzeum - C,5,Háje
1724,153445,U190Z102,I. P. Pavlova,5,Háje
1724,153645,U527Z102,Vyšehrad,5,Háje
1724,153815,U597Z102,Pražského povstání,5,Háje
1724,153945,U385Z102,Pankrác,5,Háje
1724,154125,U50Z102,Budějovická,5,Háje
1724,154300,U228Z102,Kačerov,5,Háje
1724,154510,U601Z102,Roztyly,5,Háje
1724,154700,U52Z102,Chodov,5,Háje
1724,154900,U106Z102,Opatov,5,Háje
1724,155055,U286Z102,Háje,5,Háje
1725,155505,U286Z101,Háje,5,Letňany
1725,155635,U106Z101,Opatov,5,Letňany
1725,155835,U52Z101,Chodov,5,Letňany
1725,160030,U601Z101,Roztyly,5,Letňany
1725,160225,U228Z101,Kačerov,5,Letňany
1725,160405,U50Z101,Budějovická,5,Letňany
1725,160545,U385Z101,Pankrác,5,Letňany
1725,160725,U597Z101,Pražského povstání,5,Letňany
1725,160855,U527Z101,Vyšehrad,5,Letňany
1725,161100,U190Z101,I. P. Pavlova,5,Letňany
1725,161240,U400Z121,Muzeum - C,5,Letňany
1725,161400,U142Z101,Hlavní nádraží,5,Letňany
1725,161540,U689Z121,Florenc - C,5,Letňany
1725,161740,U100Z101,Vltavská,5,Letňany
1725,161920,U115Z101,Nádraží Holešovice,5,Letňany
1725,162225,U675Z101,Kobylisy,5,Letňany
1725,162420,U78Z101,Ládví,5,Letňany
1725,162635,U332Z101,Střížkov,5,Letňany
1725,162815,U603Z101,Prosek,5,Letňany
1725,163045,U1000Z101,Letňany,5,Letňany
1726,163505,U1000Z102,Letňany,5,Háje
1726,163720,U603Z102,Prosek,5,Háje
1726,163900,U332Z102,Střížkov,5,Háje
1726,164105,U78Z102,Ládví,5,Háje
1726,164315,U675Z102,Kobylisy,5,Háje
1726,164625,U115Z102,Nádraží Holešovice,5,Háje
1726,164815,U100Z102,Vltavská,5,Háje
1726,165010,U689Z122,Florenc - C,5,Háje
1726,165155,U142Z102,Hlavní nádraží,5,Háje
1726,165305,U400Z122,Muzeum - C,5,Háje
1726,165445,U190Z102,I. P. Pavlova,5,Háje
1726,165645,U527Z102,Vyšehrad,5,Háje
1726,165815,U597Z102,Pražského povstání,5,Háje
1726,165945,U385Z102,Pankrác,5,Háje
1726,170125,U50Z102,Budějovická,5,Háje
1726,170300,U228Z102,Kačerov,5,Háje
1726,170510,U601Z102,Roztyly,5,Háje
1726,170700,U52Z102,Chodov,5,Háje
1726,170900,U106Z102,Opatov,5,Háje
1726,171055,U286Z102,Háje,5,Háje
1727,171505,U286Z101,Háje,5,Letňany
1727,171635,U106Z101,Opatov,5,Letňany
1727,171835,U52Z101,Chodov,5,Letňany
1727,172030,U601Z101,Roztyly,5,Letňany
1727,172225,U228Z101,Kačerov,5,Letňany
1727,172405,U50Z101,Budějovická,5,Letňany
1727,172545,U385Z101,Pankrác,5,Letňany
1727,172725,U597Z101,Pražského povstání,5,Letňany
1727,172855,U527Z101,Vyšehrad,5,Letňany
1727,173100,U190Z101,I. P. Pavlova,5,Letňany
1727,173240,U400Z121,Muzeum - C,5,Letňany
1727,173400,U142Z101,Hlavní nádraží,5,Letňany
1727,173540,U689Z121,Florenc - C,5,Letňany
1727,173740,U100Z101,Vltavská,5,Letňany
1727,173920,U115Z101,Nádraží Holešovice,5,Letňany
1727,174225,U675Z101,Kobylisy,5,Letňany
1727,174420,U78Z101,Ládví,5,Letňany
1727,174635,U332Z101,Střížkov,5,Letňany
1727,174815,U603Z101,Prosek,5,Letňany
1727,175045,U1000Z101,Letňany,5,Letňany
1728,175505,U1000Z102,Letňany,5,Háje
1728,175720,U603Z102,Prosek,5,Háje
1728,175900,U332Z102,Střížkov,5,Háje
1728,180105,U78Z102,Ládví,5,Háje
1728,180315,U675Z102,Kobylisy,5,Háje
1728,180625,U115Z102,Nádraží Holešovice,5,Háje
1728,180815,U100Z102,Vltavská,5,Háje
1728,181010,U689Z122,Florenc - C,5,Háje
1728,181155,U142Z102,Hlavní nádraží,5,Háje
1728,181305,U400Z122,Muzeum - C,5,Háje
1728,181445,U190Z102,I. P. Pavlova,5,Háje
1728,181645,U527Z102,Vyšehrad,5,Háje
1728,181815,U597Z102,Pražského povstání,5,Háje
1728,181945,U385Z102,Pankrác,5,Háje
1728,182125,U50Z102,Budějovická,5,Háje
1728,182300,U228Z102,Kačerov,5,Háje
1728,182510,U601Z102,Roztyly,5,Háje
1728,182700,U52Z102,Chodov,5,Háje
1728,182900,U106Z102,Opatov,5,Háje
1728,183055,U286Z102,Háje,5,Háje
1729,183505,U286Z101,Háje,5,Letňany
1729,183635,U106Z101,Opatov,5,Letňany
1729,183835,U52Z101,Chodov,5,Letňany
1729,184030,U601Z101,Roztyly,5,Letňany
1729,184225,U228Z101,Kačerov,5,Letňany
1729,184405,U50Z101,Budějovická,5,Letňany
1729,184545,U385Z101,Pankrác,5,Letňany
1729,184725,U597Z101,Pražského povstání,5,Letňany
1729,184855,U527Z101,Vyšehrad,5,Letňany
1729,185100,U190Z101,I. P. Pavlova,5,Letňany
1729,185240,U400Z121,Muzeum - C,5,Letňany
1729,185400,U142Z101,Hlavní nádraží,5,Letňany
1729,185540,U689Z121,Florenc - C,5,Letňany
1729,185740,U100Z101,Vltavská,5,Letňany
1729,185920,U115Z101,Nádraží Holešovice,5,Letňany
1729,190225,U675Z101,Kobylisy,5,Letňany
1729,190420,U78Z101,Ládví,5,Letňany
1729,190635,U332Z101,Střížkov,5,Letňany
1729,190815,U603Z101,Prosek,5,Letňany
1729,191045,U1000Z101,Letňany,5,Letňany
1730,191505,U1000Z102,Letňany,5,Háje
1730,191720,U603Z102,Prosek,5,Háje
1730,191900,U332Z102,Střížkov,5,Háje
1730,192105,U78Z102,Ládví,5,Háje
1730,192315,U675Z102,Kobylisy,5,Háje
1730,192625,U115Z102,Nádraží Holešovice,5,Háje
1730,192815,U100Z102,Vltavská,5,Háje
1730,193010,U689Z122,Florenc - C,5,Háje
1730,193155,U142Z102,Hlavní nádraží,5,Háje
1730,193305,U400Z122,Muzeum - C,5,Háje
1730,193445,U190Z102,I. P. Pavlova,5,Háje
1730,193645,U527Z102,Vyšehrad,5,Háje
1730,193815,U597Z102,Pražského povstání,5,Háje
1730,193945,U385Z102,Pankrác,5,Háje
1730,194125,U50Z102,Budějovická,5,Háje
1730,194300,U228Z102,Kačerov,5,Háje
1730,194510,U601Z102,Roztyly,5,Háje
1730,194700,U52Z102,Chodov,5,Háje
1730,194900,U106Z102,Opatov,5,Háje
1730,195055,U286Z102,Háje,5,Háje
1731,195505,U286Z101,Háje,5,Letňany
1731,195635,U106Z101,Opatov,5,Letňany
1731,195835,U52Z101,Chodov,5,Letňany
1731,200030,U601Z101,Roztyly,5,Letňany
1731,200225,U228Z101,Kačerov,5,Letňany
1731,200405,U50Z101,Budějovická,5,Letňany
1731,200545,U385Z101,Pankrác,5,Letňany
1731,200725,U597Z101,Pražského povstání,5,Letňany
1731,200855,U527Z101,Vyšehrad,5,Letňany
1731,201100,U190Z101,I. P. Pavlova,5,Letňany
1731,201240,U400Z121,Muzeum - C,5,Letňany
1731,201400,U142Z101,Hlavní nádraží,5,Letňany
1731,201540,U689Z121,Florenc - C,5,Letňany
1731,201740,U100Z101,Vltavská,5,Letňany
1731,201920,U115Z101,Nádraží Holešovice,5,Letňany
1731,202225,U675Z101,Kobylisy,5,Letňany
